Date,AI version, Board shape, Initial board, Move History, Winner
Tue Jul 11 2017 11:10:53 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042132022152054112051150025155060116002141035126007164031111036121010117030106074140023120046113061100005153014165024115003172071145056104027137047175076170063162001167066177057173,1
Tue Jul 11 2017 11:10:53 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,024125053114015132021105004103026163062131022137027145064136030111054123016142013140050174000101010156055106047117020165067151002135046112041171075176066152060157007173072161077070,0
Tue Jul 11 2017 11:10:53 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042132022154065111024152041176061150021114055145035126036120013162012103053170051146075164047140077125004163010131027101073166074116067123060157030100017105056137006171015172002107,1
Tue Jul 11 2017 11:10:53 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,053154045152035124062142013114015136064104026165022172031163055116027120017125023111075106041130051137061156047170040112000157071102066176077132074146021167003173001107005110150060,0
Tue Jul 11 2017 11:10:54 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,024123012115032122011154025135065121045101005176010102031156003140014155067100075120077104030126053162036157017174066147016127013107050141046106037160071142063152073172051164161170,1
Tue Jul 11 2017 11:10:54 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,053132025163052154055165022116035151075123050145073161071162013170007141056164042112060174011131030103024100046114010102040137072176015105006127077120047167021136066157004101017026,0
Tue Jul 11 2017 11:10:54 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,024145053122042123021132041162064113055163054151025165074111076120072140000175036114061152060131012126016177010135046156047166005167030106027101050104015117057107073137002103171170,1
Tue Jul 11 2017 11:10:54 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,042154025122024132053162045123064141012165063114071101004155013115046156003102035166040152021157037174073136047172061150026130070116027111031160007106051120005117000110067176075177,0
Tue Jul 11 2017 11:10:54 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035145052125036123055154012142063147016124027114026132051161031174003104015107006117062160072105050120022102011164040146041137057130013110056121070153071165001100067177066175076173,1
Tue Jul 11 2017 11:10:54 GMT-0400 (Eastern Daylight Time),0.1,S82,XXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXX,035123052136022154013142051141030112025162001150045131064114063124021155027173026137005146057153074115072156066161017111032140016120006165070177002103060171067147010175004107076100,0
